injection,heat,heat_stdev,ignore_point
2.35,-45.77775,0.04577775,True
1.5,-54.33094,0.05433094,False
1.5,-54.51675,0.05451675,False
1.5,-55.26758,0.055267580000000004,False
1.5,-55.26515,0.05526515,False
1.5,-55.50151,0.055501510000000004,False
1.5,-55.43068,0.05543068,False
1.5,-55.72041,0.055720410000000005,False
1.5,-55.71175,0.055711750000000004,False
1.5,-56.13871,0.05613871,False
1.5,-55.77914,0.05577914,False
1.5,-55.88506,0.05588506000000001,False
1.5,-55.83294,0.055832940000000005,False
1.5,-55.99042,0.05599042,False
1.5,-55.68956,0.05568956,False
1.5,-55.21179,0.055211790000000004,False
1.5,-54.57792,0.05457792,False
1.5,-53.23423,0.05323423,False
1.5,-48.73079,0.04873079,False
1.5,-41.4842,0.0414842,False
1.5,-30.64624,0.030646239999999998,False
1.5,-6.3608,0.006360800000000001,False
1.5,-0.92876,0.00092876,False
1.5,-0.43418,0.00043418,False
1.5,-0.11897,0.00011897000000000001,False
