injection,heat,heat_stdev,ignore_point
2.35,-44.23813,0.04423813,True
1.5,-54.7172,0.0547172,False
1.5,-55.87178,0.05587178,False
1.5,-55.69478,0.05569478,False
1.5,-55.69722,0.055697220000000006,False
1.5,-55.91784,0.055917839999999996,False
1.5,-55.56047,0.05556047,False
1.5,-55.73695,0.05573695,False
1.5,-55.61162,0.05561162,False
1.5,-55.98779,0.055987789999999996,False
1.5,-55.4681,0.0554681,False
1.5,-55.57546,0.05557546,False
1.5,-55.48715,0.05548715,False
1.5,-55.24325,0.05524325000000001,False
1.5,-55.16216,0.05516216,False
1.5,-54.22271,0.05422271,False
1.5,-53.9215,0.053921500000000004,False
1.5,-51.06997,0.05106997,False
1.5,-43.91537,0.04391537,False
1.5,-35.78301,0.03578301,False
1.5,-11.46808,0.01146808,False
1.5,-1.37263,0.0013726300000000001,False
1.5,-0.37292,0.00037292,False
1.5,-0.3824,0.0003824,False
1.5,-0.29306,0.00029306,False
