injection,heat,heat_stdev,ignore_point
2.35,-44.39263,0.044392629999999995,True
1.5,-53.58409,0.05358409000000001,False
1.5,-54.325,0.054325000000000005,False
1.5,-54.04732,0.05404732,False
1.5,-54.71533,0.05471533,False
1.5,-55.18508,0.05518508,False
1.5,-55.75275,0.05575275,False
1.5,-56.88996,0.05688996,False
1.5,-57.48466,0.05748466,False
1.5,-57.81205,0.057812050000000004,False
1.5,-57.29952,0.05729952,False
1.5,-57.48364,0.05748364,False
1.5,-57.53602,0.05753602,False
1.5,-57.57876,0.05757876000000001,False
1.5,-57.25204,0.057252040000000004,False
1.5,-56.79107,0.05679107,False
1.5,-55.98985,0.05598985,False
1.5,-52.75322,0.05275322,False
1.5,-45.27547,0.04527547,False
1.5,-36.40477,0.03640477,False
1.5,-11.00531,0.01100531,False
1.5,-1.5601,0.0015601,False
1.5,-1.95837,0.00195837,False
1.5,-0.27784,0.00027783999999999996,False
1.5,-0.0625,6.25e-05,False
