injection,heat,heat_stdev,ignore_point
2.35,-59.65305,0.05965305,True
1.5,-76.40768,0.07640768,False
1.5,-76.37731,0.07637730999999999,False
1.5,-76.25639,0.07625639,False
1.5,-76.64331,0.07664331,False
1.5,-76.88572,0.07688572,False
1.5,-72.35377,0.07235377,False
1.5,-77.14984,0.07714984,False
1.5,-75.86415,0.07586414999999999,False
1.5,-75.9471,0.0759471,False
1.5,-75.22472,0.07522472000000001,False
1.5,-75.23027,0.07523027,False
1.5,-75.00314,0.07500314000000001,False
1.5,-74.15422,0.07415421999999999,False
1.5,-43.21534,0.04321534,False
1.5,-1.22985,0.0012298500000000002,False
1.5,-0.0807,8.07e-05,False
1.5,0.11882,0.00011882,False
1.5,0.05022,5.0220000000000004e-05,False
1.5,0.10237,0.00010237000000000001,False
1.5,0.16259,0.00016259000000000003,False
1.5,0.2323,0.0002323,False
1.5,0.13309,0.00013309000000000001,False
1.5,0.11753,0.00011753,False
1.5,0.11112,0.00011111999999999999,False
